Class Index,Title,Description,processed_text
1,PM invites North East groups for talks,"Striking a personal chord, Prime Minister Manmohan Singh today invited ULFA in Assam and other insurgent groups in the North East to shun violence.","strike a personal chord , Prime Minister Manmohan Singh today invite ULFA in Assam and other insurgent group in the North East to shun violence ."
1,US urges Israel to help Palestinian vote,US Secretary of State Colin Powell has launched a new Middle East peace drive by saying he will press both Israeli and Palestinian leaders for steps to help Palestinians elect a successor to Yasser Arafat.,US Secretary of State Colin Powell have launch a new Middle East peace drive by say he will press both israeli and palestinian leader for step to help Palestinians elect a successor to Yasser Arafat .
2,Iverson Misses Game Against Heat (AP),AP - Philadelphia 76ers guard Allen Iverson didn't travel with the team for Sunday's game against Miami because of a bruised right elbow.,AP - Philadelphia 76er guard Allen Iverson do not travel with the team for Sunday 's game against Miami because of a bruised right elbow .
1,Iran pledges to halt nuclear work,The head of Iran #39;s nuclear energy organisation said work would stop at two nuclear facilities in the central cities of Isfahan and Natanz.,the head of Iran # 39;s nuclear energy organisation say work would stop at two nuclear facility in the central city of Isfahan and Natanz .
3,No deal on dollar as US shrugs off European pressure,"Europe and Japan failed yesterday to persuade the United States to address the decline in the dollar, despite talks at a fractious meeting of the Group of 20 industrialised and developing nations.","Europe and Japan fail yesterday to persuade the United States to address the decline in the dollar , despite talk at a fractious meeting of the Group of 20 industrialised and develop nation ."
2,"For Dempsey, soccer impasse qualifies as a concern","US national team candidates expected to begin training in Los Angeles this week for the start of the final round of World Cup qualifying. Instead, the training camp has been postponed because of a contract dispute between the US Soccer Federation and the US National Soccer Team Players Association.","US national team candidate expect to begin training in Los Angeles this week for the start of the final round of World Cup qualifying . instead , the training camp have be postpone because of a contract dispute between the US Soccer Federation and the US National Soccer Team Players Association ."
1,Blunkett gets tougher on drugs,"New police powers to prosecute offenders for possession if they test positive for drugs when they are arrested, even if the only drugs they have are in their bloodstream, are to be announced this week.","new police power to prosecute offender for possession if they test positive for drug when they be arrest , even if the only drug they have be in their bloodstream , be to be announce this week ."
4,Top exec shares business lessons,Jeff Raikes was working at Apple Computer in the early 1980s when a guy named Steve Ballmer called and asked him to interview for a product-management job at a small software outfit in the Seattle area.,Jeff Raikes be work at Apple Computer in the early 1980 when a guy name Steve Ballmer call and ask he to interview for a product - management job at a small software outfit in the Seattle area .
4,NVIDIA and Intel sign broad cross-license and chipset license &lt;b&gt;...&lt;/b&gt;," quot;NVIDIA and Intel Corporation announced that the companies have signed a broad, multi-year patent cross-license agreement spanning multiple product lines and product generations.","  quot;nvidia and Intel Corporation announce that the company have sign a broad , multi - year patent cross - license agreement span multiple product line and product generation ."
1,APEC Leaders Vow to Scrap Trade Barriers,Pacific Rim leaders pledged Sunday to shore up global security and push ahead with the World Trade Organization's negotiations on lowering global trade barriers.,Pacific Rim leader pledge Sunday to shore up global security and push ahead with the World Trade Organization 's negotiation on lower global trade barrier .
3,HGS Picks Watkins as New Chief Executive," Human Genome Sciences Inc. plans to announce today that it has hired a 20-year product development veteran from Abbott Laboratories Inc. as chief executive. H. Thomas Watkins, 51, will face the challenge of completing the Rockville company's makeover from gene hunter to drug marketer.","  Human Genome Sciences Inc. plan to announce today that it have hire a 20 - year product development veteran from Abbott Laboratories Inc. as chief executive . H. Thomas Watkins , 51 , will face the challenge of complete the Rockville company 's makeover from gene hunter to drug marketer ."
2,"Bettis, Steelers post eighth straight win",CINCINNATI - Jerome Bettis ran for 129 yards and the Pittsburgh Steelers #39; blitzing defense created havoc in the second half in a 19-14 win over the Cincinnati Bengals yesterday.,CINCINNATI - Jerome Bettis run for 129 yard and the Pittsburgh Steelers # 39 ; blitz defense create havoc in the second half in a 19 - 14 win over the Cincinnati Bengals yesterday .
3,UPDATE:James Hardie 1H Net Disappoints; Cuts FY Forecast,SYDNEY (Dow Jones)--Australian building products manufacturer James Hardie Industries NV (JHX) surprised investors Monday by reporting a 9.5 drop in net profit for ,SYDNEY ( Dow Jones)--Australian building product manufacturer James Hardie Industries NV ( JHX ) surprise investor Monday by report a 9.5 drop in net profit for
2,Favre Does It Again,"With the Texans nursing a second-half lead, the stage was set for another Packers' comeback, authored by Brett Favre. The result: a 16-13 Green Bay win.","with the Texans nurse a second - half lead , the stage be set for another Packers ' comeback , author by Brett Favre . the result : a 16 - 13 Green Bay win ."
3,Google targets software giant ,"SEATTLE -- Not too long ago, Google Inc. seemed little more than a pesky insect to Microsoft Corp.'s 800-pound gorilla.","SEATTLE -- not too long ago , Google Inc. seem little more than a pesky insect to Microsoft Corp. 's 800 - pound gorilla ."
2,Defense finally craters against Favre,"Considering how poorly the Texans #39; defense played in the first halves in blowout losses to the Denver Broncos and Indianapolis Colts the previous two weeks, Sunday night #39;s performance was encouraging.","consider how poorly the Texans # 39 ; defense play in the first half in blowout loss to the Denver Broncos and Indianapolis Colts the previous two week , Sunday night # 39;s performance be encouraging ."
1,Bush Tries to Mend Ties With Latin America,"President Bush, trying to mend relations with Latin America, pledged Sunday to make a fresh push for stalled immigration reforms and defended the U.S. invasion of Iraq, saying that ""history will prove it right.""","President Bush , try to mend relation with Latin America , pledge Sunday to make a fresh push for stalled immigration reform and defend the U.S. invasion of Iraq , say that "" history will prove it right . """
3,Toy Safety Glance,"398,000 Bumble Bee toys distributed by Graco Children #39;s Products. Graco received 26 reports of antennae breaking off the toys, including five reports of children who started to choke on the broken parts.","398,000 bumble Bee toy distribute by Graco Children # 39;s Products . Graco receive 26 report of antennae break off the toy , include five report of child who start to choke on the broken part ."
3,"Holiday sales results lift Wal-Mart, Kmart","Wal-Mart Stores Inc. said a surge in after-Christmas shopping spurred December same-store sales gains of about 3 percent, at the high end of its forecast. Kmart Holding Corp. said profit rose 10 percent during the holiday season after it limited deep discounts.","Wal - Mart Stores Inc. say a surge in after - Christmas shopping spur December same - store sale gain of about 3 percent , at the high end of its forecast . Kmart Holding Corp. say profit rise 10 percent during the holiday season after it limit deep discount ."
